id,label_0,label_1,label_2,label_3
100000,0.9955334663391113,0.00437356811016798,1.1963968518102774e-06,9.173609578283504e-05
100001,0.00019612378673627973,0.04196501150727272,0.9578386545181274,2.486967218828795e-07
100002,0.00028294045478105545,8.655793521938904e-07,5.404088369687088e-05,0.9996621608734131
100003,0.989238977432251,0.010485718958079815,0.0002753250009845942,2.4705450130113604e-08
100004,0.9992978572845459,0.00041728519136086106,3.9904283767100424e-05,0.0002449055900797248
100005,0.9489110708236694,0.051008228212594986,8.07012474979274e-05,7.513568078820754e-08
100006,0.9946666955947876,0.00035132255288772285,2.585474976513069e-05,0.004956186283379793
100007,0.9800049066543579,0.0007708110497333109,0.0013371751410886645,0.01788702793419361
100008,0.909608781337738,0.09037904441356659,1.0516880138311535e-05,1.651837465033168e-06
100009,3.7018427974544466e-05,3.5398999703728506e-11,1.825039142033802e-08,0.9999629259109497
100010,0.9718489050865173,0.022792039439082146,0.004936465062201023,0.0004225590673740953
100011,0.8324254751205444,0.0014794516609981656,0.1660950481891632,3.2381180403717735e-08
100012,0.7967280745506287,0.19177886843681335,0.011068310588598251,0.0004247282922733575
100013,0.9939191341400146,0.005974287167191505,0.00010537225898588076,1.1473599670352996e-06
100014,0.9879373908042908,0.011999662034213543,3.3716474717948586e-05,2.9228334824438207e-05
100015,0.9938610792160034,0.00613679364323616,2.153261675630347e-06,3.250715696623274e-09
100016,0.9970679879188538,0.0029184354934841394,3.390243534795445e-07,1.3175580534152687e-05
100017,0.00025931987329386175,6.217906957317609e-06,0.9987409710884094,0.000993583700619638
100018,0.28112784028053284,0.3890768885612488,0.3296584188938141,0.0001369647798128426
100019,0.021589815616607666,0.0002943574218079448,0.0005738955223932862,0.9775419235229492
100020,0.9988300204277039,0.0009709876612760127,0.00018187015666626394,1.7088617823901586e-05
100021,8.19250908534741e-06,4.114888985107257e-10,4.543786147337414e-08,0.999991774559021
100022,0.9953240752220154,0.004637070000171661,4.0521663891013304e-07,3.851625297102146e-05
100023,0.1358870416879654,0.003808748908340931,0.0035802775528281927,0.8567239046096802
100024,0.9978066086769104,0.00206544972024858,8.238076588895638e-06,0.00011972741049248725
